"","pollenprod","allergen","floweringdur","VPA","year","X","Y","UTM_X","UTM_Y","UI","UI_categories","Bet_v_1","PGE_2","LTB_4","O3","NO2","NH3","NO___NO2","avg_catkin_weight","g_pollen___catkin","trunk_perimeter","crown_radius","tree_height","lower_limit_of_the_crown","crown_height","crown_surface_spheroidal","crown_surface_cone","avg_catkin_length","avg_catkin_diameter","avg_catkin_length__pp_","avg_catkin_diameter__pp_","avg_catkin_volume","PG_per_flower","PG_per_catkin","PG_per_m3_of_crown","PG_per_tree","flowers_per_catkin","flowers_per_m3_of_crown","flowers_per_tree","catkins_per_m3_of_crown","catkins_per_individual","flowering_start_date","flowering_end_date","Flowering_duration","Peak_date"
"101",NA,NA,NA,0,2013,48.345522,10.901047,640857,5356450,0.40210777611242,"s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3113.62123252549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,NA,0,2013,48.374734,10.867891,638321,5359637,0.286313218177062,"r",NA,NA,NA,NA,NA,NA,NA,NA,NA,122,4.3,20.3,0,20.3,1654.99990144119,3113.62123252549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,NA,0,2013,48.340916,10.905361,641189,5355946,0.325686528832787,"r",NA,NA,NA,NA,NA,NA,NA,NA,NA,89,3.7,16.3,1.6,14.7,1126.17795369991,2314.72909613392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,NA,0,2013,48.403071,10.922447,642282,5362886,0.219852151799667,"r",NA,NA,NA,NA,NA,NA,NA,NA,NA,104,4.7,22.8,1.2,21.6,1947.19327312392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,0.396522650976072,0.777777777777778,1,2014,48.390041,10.914541,641733,5361424,0.832936501382252,"u",22065.43,53.72,105.57,4,31.7,1.9,NA,0.295047619047619,0.0365714285714286,100,6.5,15.9814800674211,2.75104235265676,13.2304377147644,31742.1569791712,2229.97437755798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,111,17,NA
"114",NA,0.183261818922068,0.444444444444444,0.627706263366512,2014,48.387907,10.915647,641821,5361189,0.870252244942576,"u",10627.87,86,321.97,64.85,38.05,3.2,NA,0.479,0.0153,85,3.6,19.6,2,17.6,1184.49552890421,2229.97437755798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,97,11,NA
"115",NA,0.0432806602662431,0.555555555555556,0.598836215821799,2014,48.38637,10.917251,641944,5361021,0.880098576564663,"u",3120.43,49.77,615.56,61.2,34.65,2.7,NA,0.170754716981132,0.00830188679245283,76,3.25,12.4257823333479,2.01428692542573,10.4114954079222,839.426012308097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,105,13,NA
"116",NA,0.133755732380307,0.0555555555555556,0.189311287935862,2014,48.382346,10.917492,641973,5360574,0.932331276213288,"u",7972.77,19.64,125.65,55.7,31.6,2.2,NA,0.289,0.0014,180,5.3,18.626538188117,2.64593811739109,15.9806000707259,2266.70712667298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,94,4,NA
"117",NA,0.0940719920135799,0.611111111111111,0.705183103124691,2014,48.377858,10.889101,639883,5360023,0.97110205195014,"u",5844.46,95.8,464.44,46.75,35.05,2.2,NA,0.498076923076923,0.0364903846153846,125,3.8,15.6877262920649,2.74890217915266,12.9388241129123,1145.47177583781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,102,14,NA
"118",NA,0.140710935725494,0.333333333333333,0.474044269058828,2014,48.387416,10.86638,638175,5361044,0.882383745337427,"u",8345.79,71.42,422.19,45.65,30.65,1.1,NA,0.1697,0.0245,100,4.1,18.2,1.6,16.6,1393.14736705658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,98,9,NA
"119",NA,0.0930707201792638,0.5,0.593070720179264,2014,48.385475,10.853296,637212,5360805,0.79873354987284,"u",5790.76,6.34,101.39,43.95,33.65,1.8,NA,0.30625,0.0485,130,5,13.7,1.07110664860351,12.6288933513965,2422.67200668218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,98,12,NA
"120",NA,0.0626001723408846,0.333333333333333,0.395933505674218,2014,48.379367,10.846451,636721,5360114,0.813170811553126,"u",4156.57,28.64,207.62,38.95,30.55,2.2,NA,0.196,0.016,125,4.9,17.7855306503702,1.17618845762378,16.6093421927465,1904.15007235203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,98,9,NA
"123",NA,NA,0.277777777777778,0.277777777777778,2014,48.347085,10.871084,638633,5356570,0.766908930178543,"u",NA,16.11,47.64,38.95,29.9,1.4,NA,0.317307692307692,0.0317307692307692,102,4.5,16.0275269519531,4.71930436616619,11.3082225857869,1982.99216208202,2308.82569535743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,102,8,NA
"124",NA,0.142357160869847,0.611111111111111,0.753468271980958,2014,48.3078,10.909663,641600,5352274,0.426830502240444,"s",8434.08,49.08,577.14,56.3,21.9,1.5,NA,0.12952380952381,0.0132857142857143,120,2.6,19.6337467252598,1.90549672719604,17.7282499980637,784.152593184144,2308.82569535743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,108,14,NA
"125",NA,NA,NA,0,2014,48.310176,10.906157,641333,5352532,0.466639759443473,"s",NA,NA,NA,NA,NA,NA,NA,NA,NA,100,3.4,19.2,1.7,17.5,1091.47307354582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,0.0437706681583442,0.333333333333333,0.377104001491677,2014,48.309981,10.910207,641634,5352518,0.440627528828588,"s",3146.71,20.58,36.23,69.3,19.4,1,NA,0.314285714285714,0.0308571428571429,80,3.75,12.1090458914186,3.649463518893,8.45958237252556,2019.37248932766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,97,9,NA
"128",NA,0.120876617033619,0.611111111111111,0.73198772814473,2014,48.340795,10.905433,641195,5355934,0.679832000250684,"u",7282.04,78.53,NA,46.15,37.25,7.7,NA,0.3275,0.0129807692307692,90,5.15,16.5356096851274,2.05920769491748,14.4764019902099,2229.67637087886,691.822533067309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,97,14,NA
"129",NA,0.156186272491366,0.222222222222222,0.378408494713588,2014,48.352371,10.902708,640961,5357215,0.922597135682149,"u",9175.76,57.21,453.18,53.4,36.05,2.2,NA,0.468490566037736,0.00675471698113207,110,2.8,16.1,1.9,14.2,733.193234933483,5220.01933285277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,97,7,NA
"130",NA,NA,NA,0,2014,48.355496,10.898395,640633,5357555,0.984809289282004,"u",NA,NA,NA,NA,NA,NA,NA,NA,NA,130,3.2,17.9,1.5,16.4,964.146744689337,5220.01933285277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",NA,0.0651460504834826,0.333333333333333,0.398479383816816,2014,48.361011,10.915979,641920,5358200,0.933907595185473,"u",4293.11,21.6,119.64,56.6,28.35,3.2,NA,0.179047619047619,0.0318095238095238,108,2.7,12.1394387679164,2.84512574086931,9.29431302704709,578.770916022318,1224.0862079341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,97,9,NA
"132",NA,NA,0.444444444444444,0.444444444444444,2014,48.366541,10.901463,640830,5358788,1,"u",NA,9.59,39,48,26.55,2.7,NA,0.437981651376147,0.00688073394495413,69,3.5,10.2547839840065,1.96833496093762,8.28644902306884,1412.38167382093,1224.0862079341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,99,11,NA
"143",NA,0.164251638313559,0.388888888888889,0.553140527202447,2014,48.403971,10.922653,642281,5362895,0.496846620649927,"s",9608.32,89.06,NA,59.75,28.4,5.1,NA,0.213861386138614,0.0304950495049505,175,5.1,18.2165830456541,1.49053922086139,16.7260438247927,2062.72352451274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,97,10,NA
"147",NA,0.493062596266076,0.222222222222222,0.715284818488298,2014,48.335996,10.825538,635288,5355256,0.110162829981021,"r",27243.04,58.86,NA,68.85,13.65,1.9,NA,0.312,0.0584,204,6.25,24.3656900417866,4.54781435217326,19.8178756896133,3109.14808877903,2224.08637547745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,94,7,NA
